"volume","part_code","section_code","table_id","unit_type","table_title","table_content","content_part","content_parts_total","called_in","clause_reference","source","context","clause_count","first_clause_id","last_clause_id","archived","state_territory","source_file","ncc_version"
"Vol3","A","A","Table C2V3a","table","Table C2V3a","For Class 1, where Intermittent use e. g. dwelling, guesthouse or office; and Class 1, Class 2, Class 3 or Class 4 apply, 0. 5 must be provided or applied in accordance with Clause C2V3. For Class 5, where Frequent use e. g. hospital, restaurant or hotel; and Class 5, Class 6, Class 7, Class 8, Class 9a or Class 9c apply, 0. 7 must be provided or applied in accordance with Clause C2V3. For Class 9b, where Congested use e. g. open to the general public, school; and Class 9b apply, 1. 0 must be provided or applied in accordance with Clause C2V3. For the building, where Special use e. g. laboratory; and Not applicable apply, 1. 2 must be provided or applied in accordance with Clause C2V3.",1,1,"","","NCC 2022 Vol3","",0,"","","false","","NCC2022_Volume3_Tables_ClauseStyle.txt","2022"
"Vol3","A","A","Table C2V3b","table","Table C2V3b","For the building, where Basin; and 0. 5; and 0. 3 apply, 0. 3 must be provided or applied in accordance with Clause C2V3. For the building, where Shower; and 0. 6; and 0. 4 apply, 0. 4 must be provided or applied in accordance with Clause C2V3. For the building, where Urinal; and 0. 8; and 0. 5 apply, 0. 4 must be provided or applied in accordance with Clause C2V3. For the building, where Bath; and 0. 8; and 0. 6 apply, 1. 3 must be provided or applied in accordance with Clause C2V3. For the building, where Kitchen sink; and 0. 8; and 0. 6 apply, 1. 3 must be provided or applied in accordance with Clause C2V3. For the building, where Water closet; and 2. 0; and 1. 8 apply, 1. 2 must be provided or applied in accordance with Clause C2V3. For the building, where Washing machine - Up to 6 kg; and 0. 8; and 0. 6 apply, 0. 6 must be provided or applied in accordance with Clause C2V3. For the building, where Domestic dishwasher; and 0. 8; and 0. 6 apply, 0. 2 must be provided or applied in accordance with Clause C2V3.",1,1,"","","NCC 2022 Vol3","",0,"","","false","","NCC2022_Volume3_Tables_ClauseStyle.txt","2022"
"Vol3","E1","E","Table E1D2_4","table","Table E1D2_4","For the building, where ABCB applies, Australian Building Codes Board must be provided or applied in accordance with Specification E1D2. For the building, where AC applies, Alternating Current must be provided or applied in accordance with Specification E1D2. For the building, where ACC applies, Acrylic conformal coating must be provided or applied in accordance with Specification E1D2. For the building, where ACL applies, Acrylic latex must be provided or applied in accordance with Specification E1D2. For the building, where ACP applies, Aluminium Composite Panel must be provided or applied in accordance with Specification E1D2. For the building, where AIRAH applies, Australian Institute of Refrigeration, Air conditioning and Heating must be provided or applied in accordance with Specification E1D2. For the building, where ANSI applies, American National Standards Institute must be provided or applied in accordance with Specification E1D2. For the building, where AS applies, Australian Standard must be provided or applied in accordance with Specification E1D2. For the building, where ASET applies, Available Safe Egress Time must be provided or applied in accordance with Specification E1D2. For the building, where ASHRAE applies, American Society of Heating, Refrigerating and Air Conditioning Engineers must be provided or applied in accordance with Specification E1D2. For the building, where ASTM applies, American Society for Testing and Materials must be provided or applied in accordance with Specification E1D2. For the building, where BAL applies, Bushfire Attack Level must be provided or applied in accordance with Specification E1D2. For the building, where BCA applies, Building Code of Australia must be provided or applied in accordance with Specification E1D2. For the building, where BE applies, Fire blocks evacuation route must be provided or applied in accordance with Specification E1D2. For the building, where CAN applies, National Standard of Canada must be provided or applied in accordance with Specification E1D2. For the building, where CCT applies, Correlated Colour Temperature must be provided or applied in accordance with Specification E1D2. For the building, where CF applies, Challenging fire must be provided or applied in accordance with Specification E1D2. For the building, where CHF applies, Critical Heat Flux must be provided or applied in accordance with Specification E1D2. For the building, where CIBSE applies, Chartered Institution of Building Services Engineers must be provided or applied in accordance with Specification E1D2. For the building, where CRF applies, Critical Radiant Flux must be provided or applied in accordance with Specification E1D2. For the building, where CRI applies, Colour Rendering Index must be provided or applied in accordance with Specification E1D2. For the building, where CS applies, Fire starts in a concealed space must be provided or applied in accordance with Specification E1D2. For the building, where CSHGC applies, Constant for solar heat gain must be provided or applied in accordance with Specification E1D2. For the building, where CSIRO applies, Commonwealth Scientific and Industrial Research Organisation must be provided or applied in accordance with Specification E1D2. For the building, where CU applies, Constant for conductance must be provided or applied in accordance with Specification E1D2. For the building, where DC applies, Direct Current must be provided or applied in accordance with Specification E1D2. For the building, where FED applies, Fractional Effective Dose must be provided or applied in accordance with Specification E1D2. For the building, where FI applies, Fire brigade intervention must be provided or applied in accordance with Specification E1D2. For the building, where FRL applies, Fire Resistance Level must be provided or applied in accordance with Specification E1D2. For the building, where FZ applies, Flame Zone must be provided or applied in accordance with Specification E1D2. For the building, where GEMS applies, Greenhouse and Energy Minimum Standards must be provided or applied in accordance with Specification E1D2. For the building, where GRP applies, Glass fibre reinforced polyester must be provided or applied in accordance with Specification E1D2. For the building, where HDG applies, Hot dip galvanising must be provided or applied in accordance with Specification E1D2. For the building, where HRR applies, Heat Release Rate must be provided or applied in accordance with Specification E1D2. For the building, where HS applies, Horizontal fire spread must be provided or applied in accordance with Specification E1D2. For the building, where IS applies, Rapid fire spread involving internal surface linings must be provided or applied in accordance with Specification E1D2. For the building, where ISO applies, International Organisation for Standardisation must be provided or applied in accordance with Specification E1D2. For the building, where IZS applies, Inorganic zinc silicate must be provided or applied in accordance with Specification E1D2. For the building, where LED applies, Light-Emitting Diode must be provided or applied in accordance with Specification E1D2. For the building, where MEPS applies, Minimum Energy Performance Standards must be provided or applied in accordance with Specification E1D2.",1,1,"","","NCC 2022 Vol3","",0,"","","false","","NCC2022_Volume3_Tables_ClauseStyle.txt","2022"
"Vol3","E1","E","Table E1D2_5","table","Table E1D2_5","For the building, where NABERS applies, National Australian Built Environment Rating System must be provided or applied in accordance with Specification E1D2. For the building, where NASH applies, National Association of Steel-Framed Housing must be provided or applied in accordance with Specification E1D2. For the building, where NATA applies, National Association of Testing Authorities Australia must be provided or applied in accordance with Specification E1D2. For the building, where NatHERS applies, Nationwide House Energy Rating Scheme must be provided or applied in accordance with Specification E1D2. For the building, where NCC applies, National Construction Code must be provided or applied in accordance with Specification E1D2. For the building, where NSF applies, National Sanitation Foundation must be provided or applied in accordance with Specification E1D2. For the building, where PBDB applies, Performance-based design brief must be provided or applied in accordance with Specification E1D2. For the building, where PCA applies, Plumbing Code of Australia must be provided or applied in accordance with Specification E1D2. For the building, where PMV applies, Predicted Mean Vote must be provided or applied in accordance with Specification E1D2. For the building, where ppm applies, parts per million must be provided or applied in accordance with Specification E1D2. For the building, where PUR applies, Polyurethane must be provided or applied in accordance with Specification E1D2. For the building, where PVC applies, Polyvinyl chloride must be provided or applied in accordance with Specification E1D2. For the building, where RC applies, Robustness check must be provided or applied in accordance with Specification E1D2. For the building, where RSET applies, Required Safe Egress Time must be provided or applied in accordance with Specification E1D2. For the building, where RW applies, Weighted sound reduction index must be provided or applied in accordance with Specification E1D2. For the building, where SF applies, Smouldering fire must be provided or applied in accordance with Specification E1D2. For the building, where SHGC applies, Solar Heat Gain Coefficient must be provided or applied in accordance with Specification E1D2. For the building, where SL applies, Square mesh must be provided or applied in accordance with Specification E1D2. For the building, where SS applies, Structural stability and other property must be provided or applied in accordance with Specification E1D2. For the building, where STC applies, Sound Transmission Class must be provided or applied in accordance with Specification E1D2. For the building, where TM applies, Trench mesh must be provided or applied in accordance with Specification E1D2. For the building, where UF applies, Unexpected catastrophic failure must be provided or applied in accordance with Specification E1D2. For the building, where UPVC applies, Unplasticized polyvinyl chloride must be provided or applied in accordance with Specification E1D2. For the building, where UT applies, Fire in normally unoccupied room threatening occupants of other rooms must be provided or applied in accordance with Specification E1D2. For the building, where U-Value applies, Thermal transmittance must be provided or applied in accordance with Specification E1D2. For the building, where VS applies, Vertical fire spread involving external cladding or external openings must be provided or applied in accordance with Specification E1D2. For the building, where WC applies, Water closet must be provided or applied in accordance with Specification E1D2.",1,1,"","","NCC 2022 Vol3","",0,"","","false","","NCC2022_Volume3_Tables_ClauseStyle.txt","2022"
"Vol3","E1","E","Table E1D2_6","table","Table E1D2_6","For the building, where  deg applies, degree(s) must be provided or applied in accordance with Specification E1D2. For the building, where  degC applies, degree(s) Celsius must be provided or applied in accordance with Specification E1D2. For the building, where  degCDB applies, degree(s) Celsius Dry Bulb must be provided or applied in accordance with Specification E1D2. For the building, where  degCWB applies, degree(s) Celsius Wet Bulb must be provided or applied in accordance with Specification E1D2. For the building, where -e/MJ applies, equivalent per Megajoule(s) must be provided or applied in accordance with Specification E1D2. For the building, where m applies, micrometre must be provided or applied in accordance with Specification E1D2. For the building, where g/N. s applies, Micrograms per newton-second must be provided or applied in accordance with Specification E1D2. For the building, where dB(A) applies, decibels A scale weighting network must be provided or applied in accordance with Specification E1D2. For the building, where fc applies, Characteristic compressive strength of concrete at 28 days must be provided or applied in accordance with Specification E1D2. For the building, where fy applies, Yield stress used in design must be provided or applied in accordance with Specification E1D2. For the building, where G applies, Permanent load must be provided or applied in accordance with Specification E1D2. For the building, where J applies, Joule(s) must be provided or applied in accordance with Specification E1D2. For the building, where J/kg. K applies, Joules per kilogram degree Kelvin must be provided or applied in accordance with Specification E1D2. For the building, where J/s. m2 applies, Joules per second square metre must be provided or applied in accordance with Specification E1D2. For the building, where K applies, Kelvin(s) must be provided or applied in accordance with Specification E1D2. For the building, where kg applies, kilogram(s) must be provided or applied in accordance with Specification E1D2. For the building, where kg/m applies, kilogram(s) per metre must be provided or applied in accordance with Specification E1D2. For the building, where kg/m2 applies, kilogram(s) per square metre must be provided or applied in accordance with Specification E1D2. For the building, where kg/m3 applies, kilogram(s) per cubic metre must be provided or applied in accordance with Specification E1D2. For the building, where kJ/m2. hour applies, kilojoules per square metre hour must be provided or applied in accordance with Specification E1D2. For the building, where km applies, kilometre(s) must be provided or applied in accordance with Specification E1D2. For the building, where kPa applies, kilopascal(s) must be provided or applied in accordance with Specification E1D2. For the building, where kW/m2 applies, kilowatt(s) per square metre must be provided or applied in accordance with Specification E1D2. For the building, where kWheating applies, kilowatt(s) of heating must be provided or applied in accordance with Specification E1D2. For the building, where kWr applies, kilowatt(s) of refrigeration must be provided or applied in accordance with Specification E1D2. For the building, where L applies, litre(s) must be provided or applied in accordance with Specification E1D2. For the building, where L/min applies, litre(s) per minute must be provided or applied in accordance with Specification E1D2. For the building, where L/s applies, litre(s) per second must be provided or applied in accordance with Specification E1D2. For the building, where L/s. m2 applies, litre(s) per second square metre must be provided or applied in accordance with Specification E1D2. For the building, where Lumens/W applies, Lumens per Watt must be provided or applied in accordance with Specification E1D2. For the building, where lx applies, lux must be provided or applied in accordance with Specification E1D2. For the building, where m applies, metre(s) must be provided or applied in accordance with Specification E1D2. For the building, where m/s applies, metre(s) per second must be provided or applied in accordance with Specification E1D2. For the building, where m2 applies, square metre(s) must be provided or applied in accordance with Specification E1D2. For the building, where m2. K/W applies, square metre Kelvin(s) per Watt must be provided or applied in accordance with Specification E1D2. For the building, where m3 applies, cubic metre(s) must be provided or applied in accordance with Specification E1D2. For the building, where m3/hour applies, cubic metre(s) per hour must be provided or applied in accordance with Specification E1D2. For the building, where m3/s applies, cubic metre(s) per second must be provided or applied in accordance with Specification E1D2. For the building, where mcd/m2 applies, millicandelas per square metre must be provided or applied in accordance with Specification E1D2. For the building, where min applies, minute(s) must be provided or applied in accordance with Specification E1D2.",1,1,"","","NCC 2022 Vol3","",0,"","","false","","NCC2022_Volume3_Tables_ClauseStyle.txt","2022"
"Vol3","E1","E","Table E1D2_7","table","Table E1D2_7","For the building, where MJ/hour applies, Megajoules per hour must be provided or applied in accordance with Specification E1D2. For the building, where MJ/m2. annum applies, Megajoules per square metre annum must be provided or applied in accordance with Specification E1D2. For the building, where mm applies, millimetre(s) must be provided or applied in accordance with Specification E1D2. For the building, where mm2 applies, square millimetre(s) must be provided or applied in accordance with Specification E1D2. For the building, where MW applies, megawatt(s) must be provided or applied in accordance with Specification E1D2. For the building, where N applies, newton(s) must be provided or applied in accordance with Specification E1D2. For the building, where N/m applies, Newton(s) per metre must be provided or applied in accordance with Specification E1D2. For the building, where Pa applies, pascal(s) must be provided or applied in accordance with Specification E1D2. For the building, where Pa/m applies, pascal(s) per metre must be provided or applied in accordance with Specification E1D2. For the building, where Q applies, Imposed load must be provided or applied in accordance with Specification E1D2. For the building, where s applies, second(s) must be provided or applied in accordance with Specification E1D2. For the building, where ULS applies, Ultimate limit state must be provided or applied in accordance with Specification E1D2. For the building, where V applies, Volt(s) must be provided or applied in accordance with Specification E1D2. For the building, where W applies, Watt(s) must be provided or applied in accordance with Specification E1D2. For the building, where W input power applies, Watts of input power must be provided or applied in accordance with Specification E1D2. For the building, where Wr/Winput power applies, Watts of thermal refrigeration per watt of input power must be provided or applied in accordance with Specification E1D2. For the building, where W/kWrej applies, Watts per kilowatt of heat rejected must be provided or applied in accordance with Specification E1D2. For the building, where Wm-1K-1 applies, Watts per metre degree Kelvin must be provided or applied in accordance with Specification E1D2. For the building, where W/m2 applies, Watts per square metre must be provided or applied in accordance with Specification E1D2. For the building, where  degsouth applies, degree south must be provided or applied in accordance with Specification E1D2. For the building, where % applies, percent must be provided or applied in accordance with Specification E1D2. For the building, where > applies, > must be provided or applied in accordance with Specification E1D2. For the building, where < applies, less than must be provided or applied in accordance with Specification E1D2. For the building, where the relevant conditions applies, less than or equal to must be provided or applied in accordance with Specification E1D2. For the building, where the relevant conditions applies, equal to or more than must be provided or applied in accordance with Specification E1D2.",1,1,"","","NCC 2022 Vol3","",0,"","","false","","NCC2022_Volume3_Tables_ClauseStyle.txt","2022"
"Vol3","E1","E","Table 1","table","Table 1","For the building, where Kiandra (NSW) applies, 1 must be provided or applied in accordance with Specification E1D2. For the building, where Mount Kosciuszko(NSW) applies, 2 must be provided or applied in accordance with Specification E1D2. For the building, where Perisher Valley(NSW) applies, 3 must be provided or applied in accordance with Specification E1D2. For the building, where Thredbo (NSW) applies, 4 must be provided or applied in accordance with Specification E1D2. For the building, where Cabramurra(NSW) applies, 5 must be provided or applied in accordance with Specification E1D2. For the building, where Charlotte Pass Village (NSW) applies, 6 must be provided or applied in accordance with Specification E1D2. For the building, where Diggers Creek (NSW) applies, 7 must be provided or applied in accordance with Specification E1D2. For the building, where Guthega Village(NSW) applies, 8 must be provided or applied in accordance with Specification E1D2. For the building, where Mount Blue Cow (NSW) applies, 9 must be provided or applied in accordance with Specification E1D2. For the building, where Mount Selwyn (NSW) applies, 10 must be provided or applied in accordance with Specification E1D2. For the building, where Perisher Range(NSW) applies, 11 must be provided or applied in accordance with Specification E1D2. For the building, where Rules Point(NSW) applies, 12 must be provided or applied in accordance with Specification E1D2. For the building, where Sawpit Creek (NSW) applies, 13 must be provided or applied in accordance with Specification E1D2. For the building, where Smiggin Holes(NSW) applies, 14 must be provided or applied in accordance with Specification E1D2. For the building, where Smiggin Range(NSW) applies, 15 must be provided or applied in accordance with Specification E1D2. For the building, where Three Mile Dam(NSW) applies, 16 must be provided or applied in accordance with Specification E1D2. For the building, where Wilsons Valley(NSW) applies, 17 must be provided or applied in accordance with Specification E1D2. For the building, where Falls Creek(Vic. ), including Summit Area, Sun Valley and Village Bowl apply, 18 must be provided or applied in accordance with Specification E1D2. For the building, where Mount Baw Baw (Vic. ) applies, 19 must be provided or applied in accordance with Specification E1D2. For the building, where Mount Buffalo(Vic. ), including Chalet, Dingo Dell and Tatra apply, 20 must be provided or applied in accordance with Specification E1D2. For the building, where Mount Buller(Vic. ), including Baldy and Village apply, 21 must be provided or applied in accordance with Specification E1D2. For the building, where Mount Hotham(Vic. ), including Davenport and Village Centre apply, 22 must be provided or applied in accordance with Specification E1D2. For the building, where Dinner Plain(Vic. ) applies, 23 must be provided or applied in accordance with Specification E1D2. For the building, where Lake Mountain(Vic. ) applies, 24 must be provided or applied in accordance with Specification E1D2. For the building, where Mount Stirling (Vic. ) applies, 25 must be provided or applied in accordance with Specification E1D2. For the building, where Ben Lomond Ski Field (Tas. ) applies, 26 must be provided or applied in accordance with Specification E1D2. For the building, where Cradle Valley (Tas. ) applies, 27 must be provided or applied in accordance with Specification E1D2. For the building, where Great Lake Area (Tas. ) applies, 28 must be provided or applied in accordance with Specification E1D2. For the building, where Mount Field Ski Field (Tas. ) applies, 29 must be provided or applied in accordance with Specification E1D2.",1,1,"","","NCC 2022 Vol3","",0,"","","false","","NCC2022_Volume3_Tables_ClauseStyle.txt","2022"
"Vol3","E1","E","Table 2","table","Table 2","For Class 2, where Low applies, The building meets only one of the following building complexity criteria: (a) (Attributes), (b) (Class 2), (c) (Occupant numbers) or(d) (Occupant characteristics) must be provided or applied in accordance with Specification E1D2. For Class 2, where Medium applies, The building meets two of the following building complexity criteria: (a) (Attributes), (b) (Class 2), (c) (Occupant numbers) or(d) (Occupant characteristics) must be provided or applied in accordance with Specification E1D2. For Class 2, where High applies, The building meets three of the following building complexity criteria: (a) (Attributes), (b) (Class 2), (c) (Occupant numbers) or(d) (Occupant characteristics) must be provided or applied in accordance with Specification E1D2. For Class 2, where Very high applies, The building meets all of the following building complexity criteria: (a) (Attributes), (b) (Class 2), (c) (Occupant numbers) and(d) (Occupant characteristics); or (e) (Building Importance Level 4 or 5) must be provided or applied in accordance with Specification E1D2.",1,1,"","","NCC 2022 Vol3","",0,"","","false","","NCC2022_Volume3_Tables_ClauseStyle.txt","2022"
"Vol3","E1","E","Table 3","table","Table 3","For the building, where ACT; and Canberra apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Albury apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Armidale apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Batemans Bay apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Bathurst apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Bega apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Bellingen Shire - Dorrigo Plateau apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Bellingen Shire - Valley & seaboard apply, 2 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Bourke apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Broken Hill apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Byron Bay apply, 2 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Cobar apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Coffs Harbour apply, 2 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Dubbo apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Goulburn apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Grafton apply, 2 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Griffith apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Ivanhoe apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Lismore apply, 2 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Lord Howe Island apply, 2 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Moree apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Newcastle apply, 5 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Nowra apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Orange apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Perisher - Smiggins apply, 8 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Port Macquarie apply, 5 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Sydney East apply, 5 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Sydney West apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Tamworth apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Thredbo apply, 8 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Wagga Wagga apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Williamtown apply, 5 must be provided or applied in accordance with Specification E1D2.",1,1,"","","NCC 2022 Vol3","",0,"","","false","","NCC2022_Volume3_Tables_ClauseStyle.txt","2022"
"Vol3","E1","E","Table E1D2_11","table","Table E1D2_11","For the building, where NSW; and Wollongong apply, 5 must be provided or applied in accordance with Specification E1D2. For the building, where NSW; and Yass apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where NT; and Alice Springs apply, 3 must be provided or applied in accordance with Specification E1D2. For the building, where NT; and Darwin apply, 1 must be provided or applied in accordance with Specification E1D2. For the building, where NT; and Elliot apply, 3 must be provided or applied in accordance with Specification E1D2. For the building, where NT; and Katherine apply, 1 must be provided or applied in accordance with Specification E1D2. For the building, where NT; and Renner Springs apply, 3 must be provided or applied in accordance with Specification E1D2. For the building, where NT; and Tennant Creek apply, 3 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Birdsville apply, 3 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Brisbane apply, 2 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Bundaberg apply, 2 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Cairns apply, 1 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Cooktown apply, 1 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Cunnamulla apply, 3 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Gladstone apply, 2 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Hervey Bay apply, 2 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Hughenden apply, 3 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Longreach apply, 3 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Mackay apply, 2 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Mount Isa apply, 3 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Normanton apply, 1 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Rockhampton apply, 2 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Roma apply, 3 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Southport apply, 2 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Toowoomba apply, 5 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Townsville apply, 1 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Warwick apply, 5 must be provided or applied in accordance with Specification E1D2. For the building, where QLD; and Weipa apply, 1 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Adelaide apply, 5 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Bordertown apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Ceduna apply, 5 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Cook apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Elliston apply, 5 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Kingscote apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Leigh Creek apply, 5 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Lobethal apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Loxton apply, 5 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Naracoorte apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Marree apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Mount Gambier apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Murray Bridge apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Oodnadatta apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Port Augusta apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Port Lincoln apply, 5 must be provided or applied in accordance with Specification E1D2.",1,1,"","","NCC 2022 Vol3","",0,"","","false","","NCC2022_Volume3_Tables_ClauseStyle.txt","2022"
"Vol3","E1","E","Table E1D2_12","table","Table E1D2_12","For the building, where SA; and Renmark apply, 5 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Tarcoola apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Victor Harbour apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where SA; and Whyalla apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and Burnie apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and Bicheno apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and Deloraine apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and Devonport apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and Flinders Island apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and Hobart apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and Huonville apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and King Island apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and Launceston apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and New Norfolk apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and Oatlands apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and Orford apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and Rossarden apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and Smithton apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and St Marys apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where TAS; and Zeehan apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Anglesea apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Ararat apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Bairnsdale apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Ballarat apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Benalla apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Bendigo apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Bright apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Colac apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Dandenong apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Echuca apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Geelong apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Hamilton apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Horsham apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Melbourne apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Mildura apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Portland apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Sale apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Shepparton apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Swan Hill apply, 4 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Traralgon apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Wangaratta apply, 7 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Warrnambool apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where VIC; and Wodonga apply, 6 must be provided or applied in accordance with Specification E1D2. For the building, where WA; and Albany apply, 6 must be provided or applied in accordance with Specification E1D2.",1,1,"","","NCC 2022 Vol3","",0,"","","false","","NCC2022_Volume3_Tables_ClauseStyle.txt","2022"
